stop_id,cumulative_dwell_time,cumulative_leg_time,cumulative_stops,day_of_week,section_id,rain_mm,wind_speed,visibility_km,commercial_speed,occupancy_rate,schedule_adherence,hour_of_day,is_peak_hour,temperature_c,snow_mm,is_holiday,is_special_event,delay_trend,route_historical_avg,delay_severity_category,schedule_adherence
STOP_100,0,0,0,4,23,0.0,10.0,10.0,25.0,0.5,1.242180514609101,11,0,20.0,0.0,0,0,0.0,0.0,0,1.242180514609101
STOP_111,330,1320,11,4,44,0.0,10.0,10.0,25.0,0.5,-1.6402618120237826,14,0,20.0,0.0,0,0,0.0,0.0,0,-1.6402618120237826
STOP_111,330,1320,11,4,62,0.0,10.0,10.0,25.0,0.5,-4.084892854919077,12,0,20.0,0.0,0,0,0.0,0.0,0,-4.084892854919077
STOP_111,330,1320,11,4,1,0.0,10.0,10.0,25.0,0.5,0.2044398960183763,17,1,20.0,0.0,0,0,0.0,0.0,0,0.2044398960183763
STOP_100,0,0,0,4,44,0.0,10.0,10.0,25.0,0.5,-3.8514761234969153,14,0,20.0,0.0,0,0,0.0,0.0,0,-3.8514761234969153
STOP_100,0,0,0,4,14,0.0,10.0,10.0,25.0,0.5,9.303026467772632,21,0,20.0,0.0,0,0,0.0,0.0,1,9.303026467772632
STOP_106,180,720,6,4,52,0.0,10.0,10.0,25.0,0.5,6.958166088681442,14,0,20.0,0.0,0,0,0.0,0.0,1,6.958166088681442
STOP_111,330,1320,11,4,27,0.0,10.0,10.0,25.0,0.5,4.22880479923621,8,1,20.0,0.0,0,0,0.0,0.0,0,4.22880479923621
STOP_106,180,720,6,4,25,0.0,10.0,10.0,25.0,0.5,5.941956547474955,12,0,20.0,0.0,0,0,0.0,0.0,1,5.941956547474955
STOP_107,210,840,7,4,50,0.0,10.0,10.0,25.0,0.5,7.85787485589383,14,0,20.0,0.0,0,0,0.0,0.0,1,7.85787485589383
STOP_105,150,600,5,4,25,0.0,10.0,10.0,25.0,0.5,0.06220488512347244,12,0,20.0,0.0,0,0,0.0,0.0,0,0.06220488512347244
STOP_105,150,600,5,4,99,0.0,10.0,10.0,25.0,0.5,1.2327109459309893,12,0,20.0,0.0,0,0,0.0,0.0,0,1.2327109459309893
STOP_103,90,360,3,4,44,0.0,10.0,10.0,25.0,0.5,9.056634173795155,14,0,20.0,0.0,0,0,0.0,0.0,1,9.056634173795155
STOP_106,180,720,6,4,74,0.0,10.0,10.0,25.0,0.5,-0.7660629438060074,8,1,20.0,0.0,0,0,0.0,0.0,0,-0.7660629438060074
STOP_107,210,840,7,4,53,0.0,10.0,10.0,25.0,0.5,-1.0322629401674266,15,0,20.0,0.0,0,0,0.0,0.0,0,-1.0322629401674266
STOP_108,240,960,8,4,23,0.0,10.0,10.0,25.0,0.5,8.04409123712166,11,0,20.0,0.0,0,0,0.0,0.0,1,8.04409123712166
STOP_107,210,840,7,4,33,0.0,10.0,10.0,25.0,0.5,1.5346718568476474,8,1,20.0,0.0,0,0,0.0,0.0,0,1.5346718568476474
STOP_108,240,960,8,4,18,0.0,10.0,10.0,25.0,0.5,-4.692187779060122,10,0,20.0,0.0,0,0,0.0,0.0,0,-4.692187779060122
STOP_109,270,1080,9,4,60,0.0,10.0,10.0,25.0,0.5,2.606236360904001,9,1,20.0,0.0,0,0,0.0,0.0,0,2.606236360904001
STOP_106,180,720,6,4,37,0.0,10.0,10.0,25.0,0.5,-2.3998542053707874,10,0,20.0,0.0,0,0,0.0,0.0,0,-2.3998542053707874
STOP_104,120,480,4,4,50,0.0,10.0,10.0,25.0,0.5,-0.13481288457416418,14,0,20.0,0.0,0,0,0.0,0.0,0,-0.13481288457416418
STOP_100,0,0,0,4,3,0.0,10.0,10.0,25.0,0.5,0.79317989225546,8,1,20.0,0.0,0,0,0.0,0.0,0,0.79317989225546
STOP_108,240,960,8,4,14,0.0,10.0,10.0,25.0,0.5,3.9112417085456865,21,0,20.0,0.0,0,0,0.0,0.0,0,3.9112417085456865
STOP_102,60,240,2,4,55,0.0,10.0,10.0,25.0,0.5,3.030519117724768,20,0,20.0,0.0,0,0,0.0,0.0,0,3.030519117724768
STOP_104,120,480,4,4,25,0.0,10.0,10.0,25.0,0.5,8.409778075704411,12,0,20.0,0.0,0,0,0.0,0.0,1,8.409778075704411
STOP_101,30,120,1,4,13,0.0,10.0,10.0,25.0,0.5,1.793666054014162,13,0,20.0,0.0,0,0,0.0,0.0,0,1.793666054014162
STOP_108,240,960,8,4,25,0.0,10.0,10.0,25.0,0.5,0.06473952998851895,12,0,20.0,0.0,0,0,0.0,0.0,0,0.06473952998851895
STOP_101,30,120,1,4,3,0.0,10.0,10.0,25.0,0.5,3.8275740273848324,8,1,20.0,0.0,0,0,0.0,0.0,0,3.8275740273848324
STOP_108,240,960,8,4,52,0.0,10.0,10.0,25.0,0.5,5.35608582866608,14,0,20.0,0.0,0,0,0.0,0.0,1,5.35608582866608
STOP_108,240,960,8,4,1,0.0,10.0,10.0,25.0,0.5,5.6985380212500525,17,1,20.0,0.0,0,0,0.0,0.0,1,5.6985380212500525
STOP_109,270,1080,9,4,28,0.0,10.0,10.0,25.0,0.5,-4.318212493463061,7,1,20.0,0.0,0,0,0.0,0.0,0,-4.318212493463061
STOP_106,180,720,6,4,53,0.0,10.0,10.0,25.0,0.5,-0.4309646633871428,15,0,20.0,0.0,0,0,0.0,0.0,0,-0.4309646633871428
STOP_109,270,1080,9,4,99,0.0,10.0,10.0,25.0,0.5,-0.21965594014214607,12,0,20.0,0.0,0,0,0.0,0.0,0,-0.21965594014214607
STOP_105,150,600,5,4,64,0.0,10.0,10.0,25.0,0.5,4.783530296986611,21,0,20.0,0.0,0,0,0.0,0.0,0,4.783530296986611
STOP_104,120,480,4,4,55,0.0,10.0,10.0,25.0,0.5,6.271794166890155,20,0,20.0,0.0,0,0,0.0,0.0,1,6.271794166890155
STOP_111,330,1320,11,4,28,0.0,10.0,10.0,25.0,0.5,-1.5988822338958313,7,1,20.0,0.0,0,0,0.0,0.0,0,-1.5988822338958313
STOP_105,150,600,5,4,52,0.0,10.0,10.0,25.0,0.5,1.6337841477933868,14,0,20.0,0.0,0,0,0.0,0.0,0,1.6337841477933868
STOP_110,300,1200,10,4,65,0.0,10.0,10.0,25.0,0.5,6.661832007735783,13,0,20.0,0.0,0,0,0.0,0.0,1,6.661832007735783
STOP_110,300,1200,10,4,62,0.0,10.0,10.0,25.0,0.5,2.674578737785211,12,0,20.0,0.0,0,0,0.0,0.0,0,2.674578737785211
STOP_106,180,720,6,4,64,0.0,10.0,10.0,25.0,0.5,-1.2337984450224837,21,0,20.0,0.0,0,0,0.0,0.0,0,-1.2337984450224837
STOP_103,90,360,3,4,12,0.0,10.0,10.0,25.0,0.5,4.663850854762173,11,0,20.0,0.0,0,0,0.0,0.0,0,4.663850854762173
STOP_107,210,840,7,4,28,0.0,10.0,10.0,25.0,0.5,5.115994777209723,7,1,20.0,0.0,0,0,0.0,0.0,1,5.115994777209723
STOP_103,90,360,3,4,69,0.0,10.0,10.0,25.0,0.5,7.201517234863961,7,1,20.0,0.0,0,0,0.0,0.0,1,7.201517234863961
STOP_111,330,1320,11,4,50,0.0,10.0,10.0,25.0,0.5,0.7337837796618757,14,0,20.0,0.0,0,0,0.0,0.0,0,0.7337837796618757
STOP_103,90,360,3,4,33,0.0,10.0,10.0,25.0,0.5,1.834287346558774,8,1,20.0,0.0,0,0,0.0,0.0,0,1.834287346558774
STOP_109,270,1080,9,4,2,0.0,10.0,10.0,25.0,0.5,-0.39643230208144975,14,0,20.0,0.0,0,0,0.0,0.0,0,-0.39643230208144975
STOP_107,210,840,7,4,14,0.0,10.0,10.0,25.0,0.5,-3.576373380989807,21,0,20.0,0.0,0,0,0.0,0.0,0,-3.576373380989807
STOP_109,270,1080,9,4,34,0.0,10.0,10.0,25.0,0.5,-1.4001595419506374,17,1,20.0,0.0,0,0,0.0,0.0,0,-1.4001595419506374
STOP_110,300,1200,10,4,54,0.0,10.0,10.0,25.0,0.5,0.4616916251574915,17,1,20.0,0.0,0,0,0.0,0.0,0,0.4616916251574915
STOP_111,330,1320,11,4,14,0.0,10.0,10.0,25.0,0.5,-1.5380801911020237,21,0,20.0,0.0,0,0,0.0,0.0,0,-1.5380801911020237
STOP_101,30,120,1,4,60,0.0,10.0,10.0,25.0,0.5,9.846346201140019,9,1,20.0,0.0,0,0,0.0,0.0,1,9.846346201140019
STOP_103,90,360,3,4,25,0.0,10.0,10.0,25.0,0.5,9.083424400619126,12,0,20.0,0.0,0,0,0.0,0.0,1,9.083424400619126
STOP_106,180,720,6,4,69,0.0,10.0,10.0,25.0,0.5,2.4845667537064893,7,1,20.0,0.0,0,0,0.0,0.0,0,2.4845667537064893
STOP_102,60,240,2,4,74,0.0,10.0,10.0,25.0,0.5,-1.5118800256871752,8,1,20.0,0.0,0,0,0.0,0.0,0,-1.5118800256871752
STOP_100,0,0,0,4,55,0.0,10.0,10.0,25.0,0.5,-4.906137934602946,20,0,20.0,0.0,0,0,0.0,0.0,0,-4.906137934602946
STOP_111,330,1320,11,4,59,0.0,10.0,10.0,25.0,0.5,-3.7696447218279374,16,1,20.0,0.0,0,0,0.0,0.0,0,-3.7696447218279374
STOP_106,180,720,6,4,27,0.0,10.0,10.0,25.0,0.5,6.7871896820255975,8,1,20.0,0.0,0,0,0.0,0.0,1,6.7871896820255975
STOP_105,150,600,5,4,37,0.0,10.0,10.0,25.0,0.5,7.337419739353407,10,0,20.0,0.0,0,0,0.0,0.0,1,7.337419739353407
STOP_111,330,1320,11,4,33,0.0,10.0,10.0,25.0,0.5,-0.30255197255334376,8,1,20.0,0.0,0,0,0.0,0.0,0,-0.30255197255334376
STOP_106,180,720,6,4,59,0.0,10.0,10.0,25.0,0.5,3.1837318268809964,16,1,20.0,0.0,0,0,0.0,0.0,0,3.1837318268809964
STOP_100,0,0,0,4,22,0.0,10.0,10.0,25.0,0.5,9.106288109511203,18,1,20.0,0.0,0,0,0.0,0.0,1,9.106288109511203
STOP_101,30,120,1,4,50,0.0,10.0,10.0,25.0,0.5,7.427322008428615,14,0,20.0,0.0,0,0,0.0,0.0,1,7.427322008428615
STOP_105,150,600,5,4,13,0.0,10.0,10.0,25.0,0.5,-4.625506668199143,13,0,20.0,0.0,0,0,0.0,0.0,0,-4.625506668199143
STOP_102,60,240,2,4,37,0.0,10.0,10.0,25.0,0.5,9.103312083569275,10,0,20.0,0.0,0,0,0.0,0.0,1,9.103312083569275
STOP_102,60,240,2,4,34,0.0,10.0,10.0,25.0,0.5,9.875441100586777,17,1,20.0,0.0,0,0,0.0,0.0,1,9.875441100586777
STOP_100,0,0,0,4,13,0.0,10.0,10.0,25.0,0.5,3.695892356458371,13,0,20.0,0.0,0,0,0.0,0.0,0,3.695892356458371
STOP_109,270,1080,9,4,52,0.0,10.0,10.0,25.0,0.5,0.10817253219845335,14,0,20.0,0.0,0,0,0.0,0.0,0,0.10817253219845335
STOP_110,300,1200,10,4,27,0.0,10.0,10.0,25.0,0.5,5.537325123827033,8,1,20.0,0.0,0,0,0.0,0.0,1,5.537325123827033
STOP_111,330,1320,11,4,55,0.0,10.0,10.0,25.0,0.5,-1.6732703271152212,20,0,20.0,0.0,0,0,0.0,0.0,0,-1.6732703271152212
STOP_105,150,600,5,4,2,0.0,10.0,10.0,25.0,0.5,6.614540244168927,14,0,20.0,0.0,0,0,0.0,0.0,1,6.614540244168927
STOP_109,270,1080,9,4,50,0.0,10.0,10.0,25.0,0.5,1.6086029201846097,14,0,20.0,0.0,0,0,0.0,0.0,0,1.6086029201846097
STOP_102,60,240,2,4,14,0.0,10.0,10.0,25.0,0.5,3.7674969329618535,21,0,20.0,0.0,0,0,0.0,0.0,0,3.7674969329618535
STOP_104,120,480,4,4,37,0.0,10.0,10.0,25.0,0.5,7.947033066036085,10,0,20.0,0.0,0,0,0.0,0.0,1,7.947033066036085
STOP_111,330,1320,11,4,34,0.0,10.0,10.0,25.0,0.5,-0.9057500790276823,17,1,20.0,0.0,0,0,0.0,0.0,0,-0.9057500790276823
STOP_107,210,840,7,4,13,0.0,10.0,10.0,25.0,0.5,1.8036849988425119,13,0,20.0,0.0,0,0,0.0,0.0,0,1.8036849988425119
STOP_111,330,1320,11,4,60,0.0,10.0,10.0,25.0,0.5,9.777618326360122,9,1,20.0,0.0,0,0,0.0,0.0,1,9.777618326360122
STOP_103,90,360,3,4,90,0.0,10.0,10.0,25.0,0.5,-0.04412789501575254,6,0,20.0,0.0,0,0,0.0,0.0,0,-0.04412789501575254
STOP_104,120,480,4,4,90,0.0,10.0,10.0,25.0,0.5,3.8382192152178325,6,0,20.0,0.0,0,0,0.0,0.0,0,3.8382192152178325
STOP_100,0,0,0,4,2,0.0,10.0,10.0,25.0,0.5,0.8613272849445563,14,0,20.0,0.0,0,0,0.0,0.0,0,0.8613272849445563
STOP_108,240,960,8,4,90,0.0,10.0,10.0,25.0,0.5,9.760472714186953,6,0,20.0,0.0,0,0,0.0,0.0,1,9.760472714186953
STOP_111,330,1320,11,4,90,0.0,10.0,10.0,25.0,0.5,5.2083724266865215,6,0,20.0,0.0,0,0,0.0,0.0,1,5.2083724266865215
STOP_100,0,0,0,4,33,0.0,10.0,10.0,25.0,0.5,0.2561987501529611,8,1,20.0,0.0,0,0,0.0,0.0,0,0.2561987501529611
STOP_108,240,960,8,4,65,0.0,10.0,10.0,25.0,0.5,7.63023492260116,13,0,20.0,0.0,0,0,0.0,0.0,1,7.63023492260116
STOP_101,30,120,1,4,44,0.0,10.0,10.0,25.0,0.5,1.3114180264888868,14,0,20.0,0.0,0,0,0.0,0.0,0,1.3114180264888868
STOP_109,270,1080,9,4,15,0.0,10.0,10.0,25.0,0.5,7.00110148115302,17,1,20.0,0.0,0,0,0.0,0.0,1,7.00110148115302
STOP_107,210,840,7,4,59,0.0,10.0,10.0,25.0,0.5,-3.4161268103504,16,1,20.0,0.0,0,0,0.0,0.0,0,-3.4161268103504
STOP_100,0,0,0,4,28,0.0,10.0,10.0,25.0,0.5,6.406364675237076,7,1,20.0,0.0,0,0,0.0,0.0,1,6.406364675237076
STOP_103,90,360,3,4,64,0.0,10.0,10.0,25.0,0.5,-0.1427063764635289,21,0,20.0,0.0,0,0,0.0,0.0,0,-0.1427063764635289
STOP_109,270,1080,9,4,55,0.0,10.0,10.0,25.0,0.5,1.1574369109083187,20,0,20.0,0.0,0,0,0.0,0.0,0,1.1574369109083187
STOP_106,180,720,6,4,44,0.0,10.0,10.0,25.0,0.5,4.812402314291476,14,0,20.0,0.0,0,0,0.0,0.0,0,4.812402314291476
STOP_104,120,480,4,4,34,0.0,10.0,10.0,25.0,0.5,9.77268615950641,17,1,20.0,0.0,0,0,0.0,0.0,1,9.77268615950641
STOP_107,210,840,7,4,62,0.0,10.0,10.0,25.0,0.5,6.713790345791357,12,0,20.0,0.0,0,0,0.0,0.0,1,6.713790345791357
STOP_107,210,840,7,4,65,0.0,10.0,10.0,25.0,0.5,7.101363456836892,13,0,20.0,0.0,0,0,0.0,0.0,1,7.101363456836892
STOP_111,330,1320,11,4,54,0.0,10.0,10.0,25.0,0.5,3.4932252362892484,17,1,20.0,0.0,0,0,0.0,0.0,0,3.4932252362892484
STOP_107,210,840,7,4,25,0.0,10.0,10.0,25.0,0.5,3.598347916743872,12,0,20.0,0.0,0,0,0.0,0.0,0,3.598347916743872
STOP_104,120,480,4,4,27,0.0,10.0,10.0,25.0,0.5,4.149123378940775,8,1,20.0,0.0,0,0,0.0,0.0,0,4.149123378940775
STOP_104,120,480,4,4,74,0.0,10.0,10.0,25.0,0.5,3.2657642994239855,9,1,20.0,0.0,0,0,0.0,0.0,0,3.2657642994239855
STOP_103,90,360,3,4,50,0.0,10.0,10.0,25.0,0.5,5.450426671551228,14,0,20.0,0.0,0,0,0.0,0.0,1,5.450426671551228
STOP_100,0,0,0,4,37,0.0,10.0,10.0,25.0,0.5,1.600870697640981,10,0,20.0,0.0,0,0,0.0,0.0,0,1.600870697640981
STOP_108,240,960,8,4,55,0.0,10.0,10.0,25.0,0.5,-3.6020582065595796,20,0,20.0,0.0,0,0,0.0,0.0,0,-3.6020582065595796
STOP_109,270,1080,9,4,74,0.0,10.0,10.0,25.0,0.5,6.572680929977315,9,1,20.0,0.0,0,0,0.0,0.0,1,6.572680929977315
STOP_103,90,360,3,4,85,0.0,10.0,10.0,25.0,0.5,-4.638347098869998,13,0,20.0,0.0,0,0,0.0,0.0,0,-4.638347098869998
STOP_110,300,1200,10,4,34,0.0,10.0,10.0,25.0,0.5,5.651989608468059,17,1,20.0,0.0,0,0,0.0,0.0,1,5.651989608468059
STOP_107,210,840,7,4,37,0.0,10.0,10.0,25.0,0.5,2.287261433689472,10,0,20.0,0.0,0,0,0.0,0.0,0,2.287261433689472
STOP_102,60,240,2,4,25,0.0,10.0,10.0,25.0,0.5,-1.2080233397634048,12,0,20.0,0.0,0,0,0.0,0.0,0,-1.2080233397634048
STOP_101,30,120,1,4,52,0.0,10.0,10.0,25.0,0.5,8.754130723013738,14,0,20.0,0.0,0,0,0.0,0.0,1,8.754130723013738
STOP_102,60,240,2,4,53,0.0,10.0,10.0,25.0,0.5,-3.8478883839607807,15,0,20.0,0.0,0,0,0.0,0.0,0,-3.8478883839607807
STOP_105,150,600,5,4,15,0.0,10.0,10.0,25.0,0.5,2.5236354987692255,17,1,20.0,0.0,0,0,0.0,0.0,0,2.5236354987692255
STOP_101,30,120,1,4,54,0.0,10.0,10.0,25.0,0.5,1.300061111221074,17,1,20.0,0.0,0,0,0.0,0.0,0,1.300061111221074
STOP_108,240,960,8,4,13,0.0,10.0,10.0,25.0,0.5,1.8230866420430232,13,0,20.0,0.0,0,0,0.0,0.0,0,1.8230866420430232
STOP_102,60,240,2,4,27,0.0,10.0,10.0,25.0,0.5,9.227544148272921,8,1,20.0,0.0,0,0,0.0,0.0,1,9.227544148272921
STOP_102,60,240,2,4,64,0.0,10.0,10.0,25.0,0.5,9.145928461104573,21,0,20.0,0.0,0,0,0.0,0.0,1,9.145928461104573
STOP_100,0,0,0,4,59,0.0,10.0,10.0,25.0,0.5,-3.168327261135681,16,1,20.0,0.0,0,0,0.0,0.0,0,-3.168327261135681
STOP_100,0,0,0,4,62,0.0,10.0,10.0,25.0,0.5,4.047882484220012,12,0,20.0,0.0,0,0,0.0,0.0,0,4.047882484220012
STOP_105,150,600,5,4,59,0.0,10.0,10.0,25.0,0.5,-2.8833860896797336,16,1,20.0,0.0,0,0,0.0,0.0,0,-2.8833860896797336
STOP_100,0,0,0,4,74,0.0,10.0,10.0,25.0,0.5,2.3808173407360087,8,1,20.0,0.0,0,0,0.0,0.0,0,2.3808173407360087
STOP_110,300,1200,10,4,99,0.0,10.0,10.0,25.0,0.5,-3.4298604419669996,12,0,20.0,0.0,0,0,0.0,0.0,0,-3.4298604419669996
STOP_103,90,360,3,4,22,0.0,10.0,10.0,25.0,0.5,2.0630103433476514,18,1,20.0,0.0,0,0,0.0,0.0,0,2.0630103433476514
STOP_103,90,360,3,4,2,0.0,10.0,10.0,25.0,0.5,4.0811763626138085,14,0,20.0,0.0,0,0,0.0,0.0,0,4.0811763626138085
STOP_102,60,240,2,4,15,0.0,10.0,10.0,25.0,0.5,-1.3057097178420263,17,1,20.0,0.0,0,0,0.0,0.0,0,-1.3057097178420263
